Age,Education,Relationship_Status,Income,Children,Wine ($),Fruit ($),Meat ($),Fish ($),Sweets ($),Gold_Products ($),Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Days_Enrolled,Avg_Purch_Freq,Avg_Spend ($),Accept_One,Accept_Rate,Cust_Accept (%)
49,Master,Married,56962.0,3,292,3,77,10,3,26,7,6,3,5,814.0,38.76190476190476,19.571428571428573,0,(0/6),0.0
23,Graduation,In-Relationship,89891.0,0,412,22,132,59,28,183,1,11,6,8,505.0,19.423076923076923,32.15384615384615,1,(1/6),16.666666666666664
65,PhD,Divorced,35946.0,2,8,0,3,0,0,0,1,0,0,3,379.0,94.75,2.75,0,(0/6),0.0
61,PhD,In-Relationship,53593.0,2,349,4,78,6,0,43,8,7,2,6,386.0,16.782608695652176,20.869565217391305,0,(0/6),0.0
36,Graduation,Married,66373.0,2,328,9,124,12,24,109,7,4,2,10,184.0,8.0,26.347826086956523,0,(0/6),0.0
66,PhD,Divorced,45072.0,3,144,2,99,7,2,30,5,6,1,4,580.0,36.25,17.75,0,(0/6),0.0
41,Graduation,Divorced,89694.0,2,1126,28,211,37,28,42,3,4,3,4,149.0,10.642857142857142,105.14285714285714,1,(3/6),50.0
65,Graduation,Married,72025.0,0,967,0,617,43,50,0,1,4,8,13,591.0,22.73076923076923,64.5,1,(4/6),66.66666666666666
41,Graduation,Married,67432.0,1,432,79,341,177,136,170,2,8,5,4,812.0,42.73684210526316,70.26315789473684,0,(0/6),0.0
62,Master,In-Relationship,70545.0,1,138,39,63,55,18,21,1,4,1,7,586.0,45.07692307692308,25.692307692307693,0,(0/6),0.0
25,Basic,Married,17487.0,1,0,0,1,7,4,6,1,1,0,2,603.0,150.75,4.5,0,(0/6),0.0
45,Graduation,In-Relationship,62882.0,1,509,133,497,78,24,97,2,7,5,6,302.0,15.1,66.9,0,(0/6),0.0
61,PhD,Single,64108.0,1,948,10,86,13,21,21,4,6,9,11,455.0,15.166666666666666,36.63333333333333,0,(0/6),0.0
58,Master,In-Relationship,34941.0,2,39,2,25,4,3,24,2,3,0,3,278.0,34.75,12.125,0,(0/6),0.0
64,PhD,Single,48767.0,3,28,1,21,3,0,10,3,2,1,3,536.0,59.55555555555556,7.0,0,(0/6),0.0
36,2n Cycle,In-Relationship,38702.0,1,13,11,24,13,8,40,2,3,0,4,325.0,36.111111111111114,12.11111111111111,0,(0/6),0.0
50,Graduation,Married,82224.0,0,307,26,360,138,31,40,1,6,9,5,235.0,11.19047619047619,42.95238095238095,1,(1/6),16.666666666666664
62,Graduation,In-Relationship,83844.0,0,901,31,345,75,31,191,1,4,4,11,410.0,20.5,78.7,1,(1/6),16.666666666666664
39,2n Cycle,Married,17003.0,1,2,5,12,4,8,7,3,2,0,4,274.0,30.444444444444443,4.222222222222222,0,(0/6),0.0
19,Graduation,Single,71163.0,0,283,17,372,138,106,44,1,3,8,12,303.0,12.625,40.0,0,(0/6),0.0
44,Graduation,Single,33697.0,1,4,3,7,0,3,11,1,1,0,2,392.0,98.0,7.0,1,(1/6),16.666666666666664
60,2n Cycle,Married,63564.0,0,769,80,252,15,34,65,1,10,10,7,309.0,11.035714285714286,43.392857142857146,1,(2/6),33.33333333333333
42,PhD,In-Relationship,83443.0,0,518,42,742,55,56,84,1,6,10,5,609.0,27.681818181818183,68.04545454545455,0,(0/6),0.0
56,PhD,In-Relationship,51518.0,1,350,8,66,17,4,4,2,3,2,10,181.0,10.647058823529411,26.41176470588235,0,(0/6),0.0
39,Graduation,Widow,58330.0,1,445,53,213,104,98,151,1,6,4,13,628.0,26.166666666666668,44.333333333333336,0,(0/6),0.0
45,Graduation,Married,80952.0,0,778,178,689,41,27,44,1,8,5,11,810.0,32.4,70.28,1,(4/6),66.66666666666666
35,Graduation,In-Relationship,75507.0,0,709,93,374,104,80,80,1,8,6,6,406.0,19.333333333333332,68.57142857142857,0,(0/6),0.0
36,2n Cycle,In-Relationship,63855.0,0,359,35,314,93,116,89,1,7,3,13,594.0,24.75,41.916666666666664,0,(0/6),0.0
42,PhD,In-Relationship,62220.0,1,799,12,375,16,12,12,5,7,6,5,207.0,9.0,53.30434782608695,1,(1/6),16.666666666666664
50,Graduation,Married,58512.0,1,895,10,101,13,0,152,5,3,4,8,392.0,19.6,58.55,0,(0/6),0.0
35,Master,Married,40662.0,1,40,2,23,0,4,23,2,2,1,3,189.0,23.625,11.5,0,(0/6),0.0
55,PhD,Married,38829.0,1,76,0,7,0,0,16,1,3,2,2,367.0,45.875,12.375,0,(0/6),0.0
33,2n Cycle,Married,35523.0,1,11,5,22,12,5,11,2,3,0,3,538.0,67.25,8.25,0,(0/6),0.0
47,Graduation,Single,79146.0,2,245,16,223,21,43,16,2,8,1,8,161.0,8.473684210526315,29.68421052631579,0,(0/6),0.0
26,Master,Married,78285.0,0,647,107,391,175,67,40,1,6,4,10,551.0,26.238095238095237,67.95238095238095,0,(0/6),0.0
36,PhD,Single,31626.0,1,39,1,9,2,1,34,1,2,1,2,779.0,129.83333333333334,14.333333333333334,1,(2/6),33.33333333333333
62,Graduation,Single,75127.0,0,203,35,305,46,17,227,1,2,11,5,785.0,41.31578947368421,43.8421052631579,0,(0/6),0.0
59,Graduation,Married,48726.0,1,138,3,38,4,0,59,3,3,2,4,424.0,35.333333333333336,20.166666666666668,0,(0/6),0.0
37,Graduation,Married,74985.0,0,587,51,898,247,0,86,1,3,6,7,522.0,30.705882352941178,109.94117647058823,0,(0/6),0.0
27,Graduation,In-Relationship,67430.0,0,595,97,291,127,133,121,1,11,5,12,484.0,16.689655172413794,47.03448275862069,0,(0/6),0.0
49,2n Cycle,Married,46891.0,1,43,12,23,29,15,61,1,2,1,4,322.0,40.25,22.875,0,(0/6),0.0
58,Master,Married,62058.0,1,301,7,74,10,0,58,4,6,1,7,554.0,30.77777777777778,25.0,0,(0/6),0.0
35,Graduation,Married,72063.0,1,180,32,348,76,32,90,2,5,2,12,565.0,26.904761904761905,36.095238095238095,0,(0/6),0.0
63,PhD,Married,78939.0,0,794,115,243,150,0,205,1,8,5,6,691.0,34.55,75.35,0,(0/6),0.0
49,Graduation,Single,42720.0,2,392,5,91,28,26,112,8,7,3,7,603.0,24.12,26.16,1,(1/6),16.666666666666664
42,Graduation,Married,33622.0,2,39,1,22,3,4,12,3,2,0,4,426.0,47.333333333333336,9.0,0,(0/6),0.0
57,PhD,In-Relationship,6835.0,1,107,2,12,2,2,12,0,0,0,1,277.0,277.0,137.0,0,(0/6),0.0
61,Graduation,In-Relationship,41452.0,2,13,0,3,0,0,0,1,1,0,2,316.0,79.0,4.0,0,(0/6),0.0
49,PhD,Single,40760.0,1,70,0,17,0,0,6,2,2,1,3,413.0,51.625,11.625,0,(0/6),0.0
56,PhD,In-Relationship,74250.0,0,680,11,392,75,0,0,1,2,11,4,208.0,11.555555555555555,64.33333333333333,0,(0/6),0.0
59,Master,Single,51124.0,2,26,1,11,0,1,4,2,1,0,3,199.0,33.166666666666664,7.166666666666667,0,(0/6),0.0
43,Graduation,Single,72258.0,1,522,0,522,227,120,134,2,6,9,5,172.0,7.818181818181818,69.31818181818181,0,(0/6),0.0
40,PhD,Single,71466.0,0,412,12,546,78,182,0,1,4,4,10,225.0,11.842105263157896,64.73684210526316,0,(0/6),0.0
38,Graduation,In-Relationship,36283.0,2,6,5,5,8,0,5,2,1,0,3,499.0,83.16666666666667,4.833333333333333,0,(0/6),0.0
44,Graduation,Single,20587.0,1,2,3,6,4,1,9,1,1,1,2,731.0,146.2,5.0,0,(0/6),0.0
42,Graduation,Married,30467.0,1,1,3,8,2,5,5,1,1,0,2,257.0,64.25,6.0,0,(0/6),0.0
42,Graduation,In-Relationship,31590.0,1,6,2,15,6,6,3,1,1,0,3,666.0,133.2,7.6,0,(0/6),0.0
28,Basic,Married,20425.0,1,4,12,5,3,16,17,2,2,0,3,154.0,22.0,8.142857142857142,0,(0/6),0.0
54,Master,In-Relationship,17144.0,2,18,2,19,0,2,6,5,3,0,4,782.0,65.16666666666667,3.9166666666666665,0,(0/6),0.0
46,PhD,Divorced,42564.0,1,324,48,186,39,18,198,6,6,8,4,653.0,27.208333333333332,33.875,1,(2/6),33.33333333333333
36,Master,Married,43783.0,1,327,9,125,25,4,139,6,7,1,8,722.0,32.81818181818182,28.59090909090909,1,(1/6),16.666666666666664
38,Graduation,Divorced,40780.0,1,229,27,71,13,3,34,4,7,1,5,468.0,27.529411764705884,22.176470588235293,0,(0/6),0.0
69,Master,In-Relationship,62847.0,0,521,168,706,80,76,61,1,3,6,4,366.0,26.142857142857142,115.14285714285714,0,(0/6),0.0
57,PhD,Married,82017.0,0,184,23,446,30,23,23,1,5,4,7,573.0,33.705882352941174,42.88235294117647,1,(4/6),66.66666666666666
64,Graduation,Single,16813.0,0,4,8,11,12,2,13,1,2,0,3,648.0,108.0,8.333333333333334,1,(1/6),16.666666666666664
36,Graduation,Married,51267.0,2,183,2,64,7,2,12,4,3,3,5,124.0,8.266666666666667,18.0,0,(0/6),0.0
53,Graduation,Single,46524.0,1,31,19,35,26,14,52,2,1,1,5,737.0,81.88888888888889,19.666666666666668,0,(0/6),0.0
52,Master,Single,45183.0,0,219,3,60,12,9,12,1,4,1,7,607.0,46.69230769230769,24.23076923076923,1,(1/6),16.666666666666664
60,PhD,Married,70421.0,1,479,28,136,75,14,35,3,10,3,7,320.0,13.91304347826087,33.34782608695652,0,(0/6),0.0
49,2n Cycle,Divorced,60161.0,1,584,44,212,46,8,177,3,11,4,8,321.0,12.346153846153847,41.19230769230769,0,(0/6),0.0
41,Graduation,In-Relationship,73926.0,0,627,91,597,159,91,15,1,6,5,12,583.0,24.291666666666668,65.83333333333333,0,(0/6),0.0
46,Graduation,Married,19329.0,1,24,1,16,12,2,5,3,4,0,3,649.0,64.9,6.0,0,(0/6),0.0
44,Master,Married,61872.0,1,330,5,159,36,27,16,4,4,4,9,359.0,17.095238095238095,27.285714285714285,0,(0/6),0.0
58,Graduation,Widow,46984.0,2,19,1,10,2,1,8,1,1,0,3,572.0,114.4,8.2,0,(0/6),0.0
63,Graduation,Married,34838.0,2,28,23,29,29,14,47,3,2,1,4,360.0,36.0,17.0,0,(0/6),0.0
70,PhD,Single,82716.0,0,606,148,228,15,148,22,1,6,8,13,221.0,7.892857142857143,41.67857142857143,0,(0/6),0.0
56,Graduation,Married,48192.0,0,1039,43,204,153,58,29,3,2,8,12,374.0,14.96,61.04,1,(4/6),66.66666666666666
38,Master,Married,49681.0,2,411,0,26,0,0,21,6,7,1,7,587.0,27.952380952380953,21.80952380952381,0,(0/6),0.0
43,Master,Married,56850.0,1,34,1,19,2,7,0,1,1,1,3,572.0,95.33333333333333,10.5,0,(0/6),0.0
57,Graduation,Married,55267.0,1,161,28,136,32,3,45,4,3,4,6,379.0,22.294117647058822,23.823529411764707,0,(0/6),0.0
42,Graduation,Married,59666.0,2,623,53,178,23,17,133,7,3,2,8,558.0,27.9,51.35,1,(1/6),16.666666666666664
42,Graduation,Single,72504.0,1,604,26,470,123,161,94,2,5,9,6,152.0,6.909090909090909,67.18181818181819,0,(0/6),0.0
33,Graduation,Married,26872.0,0,3,10,8,3,16,32,1,1,1,2,633.0,126.6,14.4,0,(0/6),0.0
42,Graduation,Single,21359.0,1,12,2,17,6,1,10,2,2,0,3,341.0,48.714285714285715,6.857142857142857,1,(1/6),16.666666666666664
39,Graduation,Single,73170.0,0,184,174,256,50,30,32,1,5,4,6,171.0,10.6875,45.375,0,(0/6),0.0
59,Master,Married,52750.0,1,393,0,239,90,69,69,6,5,7,9,232.0,8.592592592592593,31.85185185185185,0,(0/6),0.0
28,PhD,In-Relationship,91820.0,0,410,73,747,76,161,30,0,5,5,12,705.0,32.04545454545455,68.04545454545455,0,(0/6),0.0
44,PhD,In-Relationship,65968.0,1,376,9,83,19,4,4,2,5,4,7,215.0,11.944444444444445,27.5,0,(0/6),0.0
38,Graduation,Married,30772.0,2,7,2,4,2,1,4,1,1,0,2,424.0,106.0,5.0,0,(0/6),0.0
60,Graduation,Single,22507.0,0,68,0,226,51,157,68,3,10,2,4,543.0,28.57894736842105,30.0,0,(0/6),0.0
42,Graduation,Married,65685.0,1,642,14,49,0,7,57,1,9,2,9,448.0,21.333333333333332,36.61904761904762,0,(0/6),0.0
36,2n Cycle,Married,25804.0,1,8,7,9,13,6,12,2,2,0,3,137.0,19.571428571428573,7.857142857142857,0,(0/6),0.0
34,PhD,Single,76412.0,0,840,53,804,23,71,17,1,5,4,8,560.0,31.11111111111111,100.44444444444444,1,(3/6),50.0
42,Graduation,Married,22063.0,1,7,10,13,3,11,11,2,2,0,3,526.0,75.14285714285714,7.857142857142857,0,(0/6),0.0
53,Graduation,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,562.0,31.22222222222222,32.05555555555556,1,(2/6),33.33333333333333
51,Graduation,Married,22419.0,0,30,3,47,19,21,42,1,3,2,2,541.0,67.625,20.25,0,(0/6),0.0
55,Graduation,In-Relationship,87771.0,1,1492,38,287,50,57,33,1,5,10,4,656.0,32.8,97.85,1,(5/6),83.33333333333334
55,2n Cycle,Divorced,78353.0,1,752,122,476,39,153,34,1,10,2,11,537.0,22.375,65.66666666666667,0,(0/6),0.0
60,Graduation,Married,93404.0,3,1279,15,287,20,0,15,3,3,4,7,243.0,14.294117647058824,95.05882352941177,1,(2/6),33.33333333333333
52,Graduation,Divorced,37859.0,3,22,1,8,2,1,2,2,1,0,3,342.0,57.0,6.0,0,(0/6),0.0
56,PhD,Widow,80995.0,1,860,28,409,73,56,56,1,8,9,4,780.0,35.45454545454545,67.36363636363636,0,(0/6),0.0
30,Graduation,In-Relationship,16529.0,1,3,0,5,13,0,1,1,1,0,3,543.0,108.6,4.4,0,(0/6),0.0
38,PhD,Divorced,55412.0,2,10,5,28,11,1,8,1,2,0,3,393.0,65.5,10.5,0,(0/6),0.0
22,Graduation,Single,48789.0,0,351,16,156,7,5,145,1,6,4,7,623.0,34.611111111111114,37.77777777777778,0,(0/6),0.0
47,PhD,In-Relationship,56575.0,2,421,5,90,0,16,10,3,7,3,7,580.0,29.0,27.1,0,(0/6),0.0
34,2n Cycle,In-Relationship,25130.0,1,2,5,7,0,18,18,2,2,0,3,553.0,79.0,7.142857142857143,0,(0/6),0.0
47,Graduation,Married,35441.0,2,25,1,9,2,1,1,2,1,0,3,767.0,127.83333333333333,6.5,0,(0/6),0.0
58,Graduation,Married,71391.0,1,336,123,274,46,123,141,5,6,5,12,485.0,17.321428571428573,37.25,0,(0/6),0.0
42,Master,Single,49494.0,1,191,9,97,0,6,82,2,6,1,5,223.0,15.928571428571429,27.5,0,(0/6),0.0
34,Graduation,Divorced,81702.0,0,563,50,774,28,31,187,1,7,7,12,451.0,16.703703703703702,60.48148148148148,0,(0/6),0.0
34,2n Cycle,Single,45889.0,1,31,0,6,0,1,8,1,1,0,3,700.0,140.0,9.2,0,(0/6),0.0
37,Graduation,Single,56628.0,1,479,5,82,7,17,171,2,7,6,5,171.0,8.55,38.05,1,(1/6),16.666666666666664
64,Graduation,In-Relationship,34026.0,2,18,6,15,12,8,17,3,2,1,3,719.0,79.88888888888889,8.444444444444445,0,(0/6),0.0
40,Graduation,Married,40049.0,1,91,65,52,10,44,28,3,3,2,6,460.0,32.857142857142854,20.714285714285715,0,(0/6),0.0
26,Graduation,Single,34176.0,1,5,7,24,19,14,20,4,3,0,4,290.0,26.363636363636363,8.090909090909092,0,(0/6),0.0
33,Graduation,Married,19419.0,1,2,14,28,16,3,7,4,4,0,3,761.0,69.18181818181819,6.363636363636363,0,(0/6),0.0
54,2n Cycle,Married,82504.0,0,362,50,431,134,35,54,1,3,6,7,675.0,39.705882352941174,62.705882352941174,0,(0/6),0.0
44,Graduation,In-Relationship,81205.0,0,724,74,929,97,55,130,1,5,6,7,372.0,19.57894736842105,105.73684210526316,1,(4/6),66.66666666666666
23,2n Cycle,Single,61618.0,0,605,91,399,0,45,205,2,3,6,8,538.0,28.31578947368421,70.78947368421052,0,(0/6),0.0
58,Master,Single,55284.0,1,547,7,140,0,7,63,3,7,5,8,504.0,21.91304347826087,33.21739130434783,0,(0/6),0.0
51,Graduation,Single,49980.0,1,104,1,54,13,9,14,2,3,1,5,292.0,26.545454545454547,17.727272727272727,0,(0/6),0.0
34,Graduation,Married,15072.0,2,8,2,15,0,10,18,4,3,1,3,723.0,65.72727272727273,4.818181818181818,0,(0/6),0.0
40,Graduation,Single,49166.0,1,224,2,25,7,0,110,2,5,3,3,157.0,12.076923076923077,28.307692307692307,0,(0/6),0.0
60,PhD,Married,65324.0,1,384,0,102,21,32,5,3,6,2,9,227.0,11.35,27.2,0,(0/6),0.0
57,2n Cycle,Married,82347.0,0,556,54,845,202,133,63,1,7,7,10,577.0,23.08,74.12,1,(2/6),33.33333333333333
48,PhD,In-Relationship,30843.0,2,24,0,2,0,0,9,2,1,1,2,240.0,40.0,5.833333333333333,1,(1/6),16.666666666666664
40,PhD,Married,46374.0,1,408,0,21,0,0,17,3,7,1,7,618.0,34.333333333333336,24.77777777777778,1,(3/6),50.0
35,Graduation,Single,60474.0,1,265,199,303,234,9,170,7,10,2,12,756.0,24.387096774193548,38.064516129032256,0,(0/6),0.0
41,Master,Married,38576.0,1,34,0,7,0,0,0,1,1,0,3,543.0,108.6,8.2,0,(0/6),0.0
29,Graduation,Married,55357.0,2,374,64,116,84,25,64,3,6,2,11,277.0,12.590909090909092,33.04545454545455,0,(0/6),0.0
48,Graduation,In-Relationship,37758.0,2,27,2,10,0,0,1,2,1,0,3,257.0,42.833333333333336,6.666666666666667,0,(0/6),0.0
25,2n Cycle,Married,85710.0,0,600,20,350,29,30,33,1,6,9,10,659.0,25.346153846153847,40.84615384615385,1,(1/6),16.666666666666664
45,Graduation,In-Relationship,23228.0,1,13,2,18,6,1,0,2,2,0,3,756.0,108.0,5.714285714285714,0,(0/6),0.0
45,Master,In-Relationship,44602.0,2,167,2,89,0,0,34,6,6,1,4,317.0,18.647058823529413,17.176470588235293,0,(0/6),0.0
27,Graduation,Married,7500.0,0,0,2,3,4,1,5,1,0,0,3,506.0,126.5,3.75,0,(0/6),0.0
25,2n Cycle,In-Relationship,38683.0,1,46,35,69,84,41,66,6,4,1,6,583.0,34.294117647058826,20.058823529411764,0,(0/6),0.0
39,2n Cycle,Single,49514.0,1,88,39,78,58,13,93,2,6,1,4,401.0,30.846153846153847,28.384615384615383,0,(0/6),0.0
41,PhD,In-Relationship,57906.0,1,243,11,119,10,3,15,3,4,2,8,542.0,31.88235294117647,23.58823529411765,0,(0/6),0.0
48,Master,Single,43456.0,1,275,11,68,25,7,7,3,5,1,8,743.0,43.705882352941174,23.11764705882353,0,(0/6),0.0
28,Master,Single,19485.0,2,6,0,4,0,0,0,1,1,0,2,397.0,99.25,2.5,0,(0/6),0.0
36,Graduation,In-Relationship,53172.0,1,121,62,90,68,20,125,3,2,3,8,297.0,18.5625,30.375,0,(0/6),0.0
35,Graduation,In-Relationship,30545.0,1,4,12,15,19,7,12,2,2,0,3,141.0,20.142857142857142,9.857142857142858,0,(0/6),0.0
31,PhD,In-Relationship,70123.0,0,1308,0,396,23,0,0,1,5,7,4,209.0,12.294117647058824,101.58823529411765,1,(2/6),33.33333333333333
55,Graduation,Single,62450.0,1,515,47,267,62,66,38,2,5,5,4,389.0,24.3125,62.1875,1,(1/6),16.666666666666664
38,Graduation,In-Relationship,21675.0,1,4,0,16,17,4,4,3,4,0,3,408.0,40.8,4.5,0,(0/6),0.0
33,2n Cycle,Single,42395.0,2,48,13,57,24,15,25,4,3,1,4,487.0,40.583333333333336,15.166666666666666,0,(0/6),0.0
36,Master,In-Relationship,61346.0,1,562,58,168,43,16,142,1,5,7,10,623.0,27.08695652173913,43.0,0,(0/6),0.0
61,Graduation,In-Relationship,80812.0,0,769,22,500,210,143,33,1,4,8,5,208.0,11.555555555555555,93.16666666666667,1,(3/6),50.0
43,Master,Divorced,42835.0,2,379,4,93,12,9,98,7,6,6,4,651.0,28.304347826086957,25.869565217391305,0,(0/6),0.0
31,Graduation,Married,39922.0,1,29,12,59,19,1,36,2,3,0,4,262.0,29.11111111111111,17.333333333333332,0,(0/6),0.0
58,Master,Single,86424.0,0,387,68,569,89,45,68,1,6,9,12,744.0,26.571428571428573,43.785714285714285,0,(0/6),0.0
36,2n Cycle,In-Relationship,17117.0,1,12,23,38,30,18,7,4,3,1,3,464.0,42.18181818181818,11.636363636363637,0,(0/6),0.0
42,Graduation,Single,24762.0,1,6,10,12,3,15,40,3,3,1,2,133.0,14.777777777777779,9.555555555555555,1,(2/6),33.33333333333333
39,Graduation,Married,35797.0,1,27,1,14,4,1,21,2,2,0,3,778.0,111.14285714285714,9.714285714285714,0,(0/6),0.0
39,Graduation,Divorced,36627.0,2,9,1,5,0,0,1,1,0,0,3,485.0,121.25,4.0,0,(0/6),0.0
33,2n Cycle,Married,51111.0,2,22,0,19,6,5,3,2,2,0,3,703.0,100.42857142857143,7.857142857142857,0,(0/6),0.0
42,PhD,Single,86857.0,0,899,102,838,133,102,40,1,5,6,10,323.0,14.681818181818182,96.0909090909091,1,(1/6),16.666666666666664
44,PhD,In-Relationship,82072.0,0,889,55,685,168,92,129,1,3,2,13,577.0,30.36842105263158,106.21052631578948,0,(0/6),0.0
61,PhD,Single,46231.0,3,189,2,55,0,5,12,4,6,1,4,318.0,21.2,17.533333333333335,0,(0/6),0.0
55,Graduation,Married,42243.0,2,48,0,2,0,0,5,2,2,0,3,628.0,89.71428571428571,7.857142857142857,0,(0/6),0.0
52,Graduation,In-Relationship,51195.0,2,230,14,156,82,24,58,8,9,2,5,782.0,32.583333333333336,23.5,0,(0/6),0.0
36,Master,Single,68092.0,0,852,60,207,78,36,48,2,2,6,10,289.0,14.45,64.05,0,(0/6),0.0
41,Graduation,Married,31814.0,1,35,3,20,4,1,20,2,2,0,3,183.0,26.142857142857142,11.857142857142858,1,(1/6),16.666666666666664
49,Master,Widow,51390.0,2,205,20,47,23,2,56,6,5,2,5,636.0,35.333333333333336,19.61111111111111,0,(0/6),0.0
31,Graduation,Married,76630.0,0,255,31,446,40,56,175,1,3,10,11,687.0,27.48,40.12,0,(0/6),0.0
23,Basic,Single,26868.0,1,0,0,1,8,3,2,1,1,0,2,449.0,112.25,3.5,0,(0/6),0.0
71,PhD,Divorced,48948.0,0,437,8,206,160,49,42,2,7,10,5,280.0,11.666666666666666,37.583333333333336,1,(2/6),33.33333333333333
42,PhD,Single,55260.0,1,825,8,53,11,0,242,2,8,10,5,445.0,17.8,45.56,0,(0/6),0.0
58,Graduation,In-Relationship,64090.0,1,316,58,161,76,51,135,1,6,9,4,373.0,18.65,39.85,1,(1/6),16.666666666666664
56,Graduation,Divorced,78331.0,1,756,138,354,160,169,61,2,10,6,7,631.0,25.24,65.52,0,(0/6),0.0
40,PhD,Married,37087.0,1,194,55,134,15,0,3,3,4,2,8,440.0,25.88235294117647,23.58823529411765,0,(0/6),0.0
28,Graduation,Divorced,21846.0,1,7,17,18,6,10,26,4,4,0,3,473.0,43.0,7.636363636363637,0,(0/6),0.0
56,Graduation,Married,81320.0,0,183,33,493,59,103,57,1,4,3,10,330.0,18.333333333333332,51.55555555555556,0,(0/6),0.0
44,Graduation,Divorced,54137.0,1,171,0,11,0,1,20,2,4,1,4,585.0,53.18181818181818,18.454545454545453,0,(0/6),0.0
47,Graduation,In-Relationship,66825.0,0,243,101,405,29,40,40,1,4,5,6,204.0,12.75,53.625,0,(0/6),0.0
41,Graduation,In-Relationship,57100.0,0,181,21,69,39,3,96,1,3,3,6,343.0,26.384615384615383,31.46153846153846,0,(0/6),0.0
45,Graduation,In-Relationship,58917.0,3,151,7,89,0,7,28,5,4,1,6,332.0,20.75,17.625,0,(0/6),0.0
37,Graduation,Single,85072.0,0,494,92,391,194,11,241,1,3,4,10,299.0,16.61111111111111,79.05555555555556,0,(0/6),0.0
53,Graduation,Single,86429.0,0,464,28,873,29,18,37,0,7,4,7,234.0,13.0,80.5,1,(2/6),33.33333333333333
43,Graduation,Widow,45684.0,1,5,1,5,10,0,7,1,1,0,2,488.0,122.0,7.0,0,(0/6),0.0
40,Graduation,In-Relationship,47889.0,1,29,0,29,0,5,4,1,2,0,3,357.0,59.5,11.166666666666666,0,(0/6),0.0
28,PhD,Married,45921.0,0,102,9,49,24,3,12,1,2,1,6,643.0,64.3,19.9,0,(0/6),0.0
48,PhD,Single,78420.0,0,604,28,674,91,28,28,1,3,10,8,473.0,21.5,66.04545454545455,0,(0/6),0.0
22,Graduation,In-Relationship,75114.0,0,571,12,523,63,60,24,1,3,10,5,696.0,36.63157894736842,65.94736842105263,0,(0/6),0.0
51,PhD,Widow,52278.0,1,953,0,71,0,0,174,6,10,5,10,537.0,17.322580645161292,38.645161290322584,1,(1/6),16.666666666666664
42,Master,Married,35641.0,1,63,3,67,8,9,28,2,3,1,4,308.0,30.8,17.8,1,(1/6),16.666666666666664
20,Graduation,Single,95529.0,0,770,29,890,250,27,24,1,7,3,7,449.0,24.944444444444443,110.55555555555556,1,(2/6),33.33333333333333
60,Graduation,Married,62820.0,0,398,61,265,138,61,53,1,3,4,6,347.0,24.785714285714285,69.71428571428571,0,(0/6),0.0
54,Master,In-Relationship,73113.0,0,741,19,154,50,9,28,1,3,4,7,530.0,35.333333333333336,66.73333333333333,0,(0/6),0.0
32,PhD,Married,84169.0,0,1478,19,403,0,19,0,1,7,6,6,200.0,10.0,95.95,1,(3/6),50.0
60,2n Cycle,Single,42607.0,1,156,29,56,30,32,47,2,3,2,7,561.0,40.07142857142857,25.0,0,(0/6),0.0
60,PhD,Single,74637.0,0,960,64,464,146,0,16,1,6,9,9,644.0,25.76,66.0,1,(1/6),16.666666666666664
59,PhD,In-Relationship,46015.0,2,38,0,2,0,0,6,1,1,0,3,179.0,35.8,9.2,1,(2/6),33.33333333333333
21,Graduation,Single,72354.0,0,315,26,473,220,12,182,1,2,10,6,165.0,8.68421052631579,64.63157894736842,0,(0/6),0.0
45,Master,Single,39858.0,1,15,20,25,2,7,26,1,2,0,4,790.0,112.85714285714286,13.571428571428571,1,(1/6),16.666666666666664
66,PhD,Married,34469.0,2,19,6,20,0,5,12,3,1,1,4,262.0,29.11111111111111,6.888888888888889,0,(0/6),0.0
28,Graduation,In-Relationship,83033.0,1,812,99,431,237,149,33,1,11,4,10,304.0,11.692307692307692,67.73076923076923,1,(1/6),16.666666666666664
35,Master,In-Relationship,24401.0,0,73,28,217,10,24,115,3,6,1,6,179.0,11.1875,29.1875,0,(0/6),0.0
36,Graduation,Married,77583.0,0,372,23,384,250,12,108,1,4,5,9,347.0,18.263157894736842,60.473684210526315,1,(1/6),16.666666666666664
32,2n Cycle,Single,74116.0,0,871,111,704,145,55,166,1,4,4,10,205.0,10.789473684210526,108.0,1,(1/6),16.666666666666664
21,Graduation,Single,74293.0,0,375,152,335,93,91,81,1,5,4,6,262.0,16.375,70.4375,0,(0/6),0.0
38,PhD,Married,68397.0,1,760,80,466,17,13,80,1,6,9,5,809.0,38.523809523809526,67.42857142857143,0,(0/6),0.0
40,PhD,In-Relationship,79632.0,0,471,0,510,99,21,12,1,6,4,9,677.0,33.85,55.65,0,(0/6),0.0
25,Graduation,Single,46107.0,1,31,9,27,16,9,33,1,1,1,4,161.0,23.0,17.857142857142858,0,(0/6),0.0
63,PhD,Single,64950.0,1,819,0,72,12,0,63,2,11,2,10,158.0,6.32,38.64,1,(1/6),16.666666666666664
25,Basic,Married,25443.0,1,1,4,3,8,9,7,1,1,0,3,371.0,74.2,6.4,0,(0/6),0.0
62,Graduation,Single,75127.0,0,203,35,305,46,17,227,1,2,11,5,526.0,27.68421052631579,43.8421052631579,0,(0/6),0.0
